timestamp,soil_moisture,temperature,humidity,soil_pH,light_intensity
2026-05-20 09:43:25,21,27,88,7.39,270
2026-05-20 09:43:30,47,24,46,7.14,236
2026-05-20 09:43:35,41,28,42,7.38,258
2026-05-20 09:43:40,30,20,85,6.92,686
2026-05-20 09:43:45,66,34,58,6.69,321
2026-05-20 09:43:50,48,25,63,7.26,630
2026-05-20 09:43:55,80,31,72,6.85,634
2026-05-20 09:44:00,22,34,61,7.34,767
2026-05-20 09:44:05,75,39,73,6.19,394
2026-05-20 09:44:10,69,31,85,5.91,341
2026-05-20 09:44:15,42,22,86,7.0,699
2026-05-20 09:44:20,51,32,41,7.47,846
2026-05-20 09:44:25,49,29,59,6.68,784
2026-05-20 09:44:30,45,36,70,6.93,593
2026-05-20 09:44:35,64,22,47,6.62,762
2026-05-20 09:44:40,77,29,76,6.72,238
2026-05-20 09:44:45,74,24,47,7.05,983
2026-05-20 09:44:50,28,23,88,7.04,639
2026-05-20 09:44:55,65,22,74,7.35,643
2026-05-20 09:45:00,20,21,59,6.93,956
2026-05-20 09:45:05,58,39,80,6.82,398
2026-05-20 09:45:10,51,40,56,5.57,781
2026-05-20 09:45:15,61,24,72,6.15,265
2026-05-20 09:45:20,80,22,77,6.05,754
2026-05-20 09:45:25,73,37,51,6.74,456
2026-05-20 09:45:30,58,36,59,6.04,555
2026-05-20 09:45:35,32,25,67,7.22,627
2026-05-20 09:45:40,57,34,55,5.56,991
2026-05-20 09:45:45,66,22,40,6.6,931
2026-05-20 09:45:50,56,21,74,6.15,416
2026-05-20 09:45:55,55,26,84,5.9,835
2026-05-20 09:46:00,29,27,60,7.03,741
2026-05-20 09:46:05,20,22,75,7.46,861
2026-05-20 09:46:10,24,27,46,6.0,624
2026-05-20 09:46:15,41,23,51,6.41,877
2026-05-20 09:46:20,59,24,88,6.68,743
2026-05-20 09:46:25,27,26,81,6.31,767
2026-05-20 09:46:30,60,34,43,6.96,446
2026-05-20 09:46:35,22,27,81,6.14,894
2026-05-20 09:46:40,20,36,69,7.43,263
2026-05-20 09:46:45,76,37,54,6.1,489
2026-05-20 09:46:50,28,25,63,6.11,374
2026-05-20 09:46:55,61,35,89,6.79,336
2026-05-20 09:47:00,59,36,84,7.05,332
2026-05-20 09:47:05,26,24,57,5.76,793
2026-05-20 09:47:10,56,22,73,7.43,496
2026-05-20 09:47:16,65,23,59,6.46,251
2026-05-20 09:47:21,29,29,80,7.34,836
2026-05-20 09:47:26,72,35,87,6.78,880
2026-05-20 09:47:31,27,40,65,5.96,218
2026-05-20 09:47:36,56,31,52,7.13,295
2026-05-20 09:47:41,22,34,80,6.9,358
2026-05-20 09:47:46,37,36,87,6.14,622
2026-05-20 09:47:51,21,24,75,5.82,566
2026-05-20 09:47:56,25,29,52,6.48,826
2026-05-20 09:48:01,54,38,63,5.9,740
2026-05-20 09:48:06,79,28,74,6.35,478
2026-05-20 09:48:11,59,40,50,6.92,297
2026-05-20 09:48:16,63,39,54,7.3,708
2026-05-20 09:48:21,28,36,77,6.65,782
2026-05-20 09:48:26,61,28,86,6.61,215
2026-05-20 09:48:31,26,23,47,6.0,518
2026-05-20 09:48:36,36,39,75,7.43,498
2026-05-20 09:48:41,78,34,49,6.57,721
2026-05-20 09:48:46,43,20,72,5.8,633
2026-05-20 09:48:51,63,30,44,6.18,272
2026-05-20 09:48:56,26,40,86,7.21,756
2026-05-20 09:49:01,37,33,83,6.14,965
2026-05-20 09:49:06,62,21,72,5.67,584
2026-05-20 09:49:11,64,21,50,7.42,389
2026-05-20 09:49:16,28,20,81,5.81,902
2026-05-20 09:49:21,20,34,69,7.02,486
2026-05-20 09:49:26,46,30,71,6.25,407
2026-05-20 09:49:31,22,39,42,7.45,757
2026-05-20 09:49:36,40,29,58,5.89,895
2026-05-20 09:49:41,30,24,50,7.37,976
2026-05-20 09:49:46,67,32,75,7.47,735
2026-05-20 09:49:51,42,34,44,6.47,953
2026-05-20 09:49:56,77,24,45,6.07,730
2026-05-20 09:50:01,20,32,49,5.91,345
2026-05-20 09:50:06,45,31,72,6.05,745
2026-05-20 09:50:11,61,30,82,6.19,945
2026-05-20 09:50:16,22,39,55,6.55,900
2026-05-20 09:50:21,21,25,44,6.8,528
2026-05-20 09:50:26,57,27,59,7.01,349
2026-05-20 09:50:31,67,29,75,5.55,451
2026-05-20 09:50:36,31,29,80,6.13,797
2026-05-20 09:50:41,30,35,62,6.74,373
2026-05-20 09:50:46,28,22,56,6.37,966
2026-05-20 09:50:51,78,25,88,6.8,977
2026-05-20 09:50:56,76,24,83,7.28,214
2026-05-20 09:51:01,55,40,56,5.75,502
2026-05-20 09:51:06,65,26,55,6.4,546
2026-05-20 09:51:11,55,32,46,6.59,217
2026-05-20 09:51:16,61,32,64,6.76,329
2026-05-20 09:51:21,35,28,66,6.09,481
2026-05-20 09:51:26,21,27,84,5.89,822
2026-05-20 09:51:31,80,36,48,7.1,919
2026-05-20 09:51:36,29,20,77,6.83,275
2026-05-20 09:51:41,27,38,79,6.99,972
2026-05-20 09:51:46,24,27,55,6.63,477
2026-05-20 09:51:51,66,39,84,6.29,868
2026-05-20 09:51:56,77,27,71,6.91,245
2026-05-20 09:52:01,79,33,78,5.95,327
2026-05-20 09:52:06,78,21,62,5.69,289
2026-05-20 09:52:11,24,25,44,6.9,415
2026-05-20 09:52:16,64,28,72,7.48,264
2026-05-20 09:52:21,72,22,68,5.89,891
2026-05-20 09:52:26,43,40,43,5.68,810
2026-05-20 09:52:31,51,24,52,6.31,735
2026-05-20 09:52:36,76,24,60,6.03,439
2026-05-20 09:52:41,68,21,89,6.19,539
2026-05-20 09:52:46,71,22,63,5.97,566
2026-05-20 09:52:51,47,28,56,7.45,928
2026-05-20 09:52:56,49,21,87,5.92,896
2026-05-20 09:53:01,75,23,71,6.5,883
2026-05-20 09:53:06,31,29,67,5.86,245
2026-05-20 09:53:11,22,32,72,6.43,596
2026-05-20 09:53:16,23,32,63,6.92,463
2026-05-20 09:53:21,57,31,65,6.84,660
2026-05-20 09:53:26,67,38,85,6.53,438
2026-05-20 09:53:31,52,24,41,5.63,571
2026-05-20 09:53:36,35,22,87,7.33,918
2026-05-20 09:53:41,65,26,48,7.47,771
2026-05-20 09:53:46,47,22,44,5.71,511
2026-05-20 09:53:51,30,21,50,6.67,549
2026-05-20 09:53:56,70,24,61,7.26,701
2026-05-20 09:54:01,22,23,86,6.08,206
2026-05-20 09:54:06,75,21,83,6.76,780
2026-05-20 09:54:11,76,36,85,6.45,734
2026-05-20 09:54:16,42,32,89,6.06,398
2026-05-20 09:54:21,67,36,85,7.03,797
2026-05-20 09:54:26,24,23,65,6.87,961
2026-05-20 09:54:31,28,37,90,5.65,533
2026-05-20 09:54:36,33,33,52,6.0,378
2026-05-20 09:54:41,58,27,80,7.41,407
2026-05-20 09:54:46,79,23,72,6.29,780
2026-05-20 09:54:51,21,20,66,5.79,848
2026-05-20 09:54:56,79,20,58,6.57,698
2026-05-20 09:55:01,32,24,48,7.5,355
2026-05-20 09:55:06,50,24,48,6.84,271
2026-05-20 09:55:11,46,32,51,6.05,479
2026-05-20 09:55:16,47,40,66,6.44,342
2026-05-20 09:55:21,77,39,77,5.65,413
2026-05-20 09:55:26,23,34,60,5.8,763
2026-05-20 09:55:31,57,25,74,5.56,322
2026-05-20 09:55:36,23,31,45,7.33,402
2026-05-20 09:55:41,69,35,46,5.64,751
2026-05-20 09:55:46,52,21,48,5.72,716
2026-05-20 09:55:51,79,24,46,6.83,775
2026-05-20 09:55:57,73,29,61,6.58,741
2026-05-20 09:56:02,79,31,55,7.06,407
2026-05-20 09:56:07,23,30,50,6.62,325
2026-05-20 09:56:12,25,24,71,6.86,527
2026-05-20 09:56:17,75,29,62,6.15,778
2026-05-20 09:56:22,65,24,75,5.55,230
2026-05-20 09:56:27,75,33,90,6.03,712
2026-05-20 09:56:32,73,40,76,7.28,931
2026-05-20 09:56:37,38,26,84,6.6,351
2026-05-20 09:56:42,77,35,50,5.67,723
2026-05-20 09:56:47,60,27,76,6.97,798
2026-05-20 09:56:52,43,36,77,7.15,695
2026-05-20 09:56:57,78,29,72,6.94,478
2026-05-20 09:57:02,25,29,61,7.18,743
2026-05-20 09:57:07,26,40,69,6.59,360
2026-05-20 09:57:12,62,25,82,6.66,785
2026-05-20 09:57:17,41,33,88,5.61,720
2026-05-20 09:57:22,22,21,62,6.49,471
2026-05-20 09:57:27,79,40,58,6.92,878
2026-05-20 09:57:32,21,40,87,7.47,439
2026-05-20 09:57:37,28,25,62,6.62,535
2026-05-20 09:57:42,34,24,84,7.39,489
2026-05-20 09:57:47,27,40,81,6.05,701
2026-05-20 09:57:52,43,20,69,6.98,232
2026-05-20 09:57:57,30,37,75,6.92,922
2026-05-20 09:58:02,30,21,70,7.21,788
2026-05-20 09:58:07,22,20,89,7.5,687
2026-05-20 09:58:12,26,34,78,6.09,940
2026-05-20 09:58:17,64,35,70,7.11,548
2026-05-20 09:58:22,62,27,48,7.01,643
2026-05-20 09:58:27,21,35,67,6.0,318
2026-05-20 09:58:32,36,38,47,6.23,850
2026-05-20 09:58:37,24,36,42,7.34,566
2026-05-20 09:58:42,24,36,90,7.0,603
2026-05-20 09:58:47,79,23,89,5.51,214
2026-05-20 09:58:52,74,37,71,5.65,892
2026-05-20 09:58:57,30,23,76,5.9,570
2026-05-20 09:59:02,43,24,45,6.41,823
2026-05-20 09:59:07,35,29,66,7.05,839
2026-05-20 09:59:12,70,27,61,6.89,257
2026-05-20 09:59:17,78,23,53,6.53,857
2026-05-20 09:59:22,24,27,72,7.5,224
2026-05-20 09:59:27,38,27,72,6.34,974
2026-05-20 09:59:32,51,34,41,6.42,923
2026-05-20 09:59:37,49,40,45,6.61,223
2026-05-20 09:59:42,57,31,87,6.74,348
2026-05-20 09:59:47,45,38,73,7.39,912
2026-05-20 09:59:52,44,34,80,5.86,436
2026-05-20 09:59:57,66,39,64,6.01,264
2026-05-20 10:00:02,39,30,55,6.64,677
2026-05-20 10:00:07,61,23,41,7.35,645
2026-05-20 10:00:12,21,31,81,7.01,967
2026-05-20 10:00:17,40,38,79,5.85,998
2026-05-20 10:00:22,62,39,52,6.03,840
2026-05-20 10:00:27,77,31,66,6.59,962
2026-05-20 10:00:32,20,33,72,6.25,250
2026-05-20 10:00:37,76,33,54,6.79,209
2026-05-20 10:00:42,53,27,52,6.73,942
2026-05-20 10:00:47,41,29,56,7.49,502
2026-05-20 10:00:52,23,27,74,6.93,454
2026-05-20 10:00:57,25,36,81,6.86,658
2026-05-20 10:01:02,24,34,87,7.42,577
2026-05-20 10:01:07,49,29,53,6.07,688
2026-05-20 10:01:12,21,23,56,7.04,456
2026-05-20 10:01:17,23,39,81,5.58,378
2026-05-20 10:01:22,42,24,67,6.89,572
2026-05-20 10:01:27,37,33,83,6.27,972
2026-05-20 10:01:32,47,25,48,6.93,678
2026-05-20 10:01:37,58,40,82,6.73,898
2026-05-20 10:01:42,55,30,61,6.24,445
2026-05-20 10:01:47,78,21,50,6.69,900
2026-05-20 10:01:52,26,33,68,6.57,527
2026-05-20 10:01:57,76,28,83,7.46,239
2026-05-20 10:02:02,75,39,47,7.43,966
2026-05-20 10:02:07,76,25,67,5.51,501
2026-05-20 10:02:12,31,26,87,5.69,336
2026-05-20 10:02:17,68,31,67,6.25,784
2026-05-20 10:02:22,59,39,49,7.05,796
2026-05-20 10:02:27,21,24,47,6.92,937
2026-05-20 10:02:32,65,35,42,6.93,813
2026-05-20 10:02:37,47,20,65,6.01,992
2026-05-20 10:02:42,44,40,46,5.73,835
2026-05-20 10:02:47,30,31,80,7.47,784
2026-05-20 10:02:52,30,36,48,7.19,561
2026-05-20 10:02:57,23,38,76,6.39,887
2026-05-20 10:03:02,26,25,68,6.66,920
2026-05-20 10:03:07,76,25,40,6.89,637
2026-05-20 10:03:12,42,34,74,6.19,534
2026-05-20 10:03:17,27,24,68,5.85,377
2026-05-20 10:03:22,34,30,89,6.39,568
2026-05-20 10:03:27,68,28,72,6.56,582
2026-05-20 10:03:32,62,30,72,7.23,548
2026-05-20 10:03:37,47,39,90,7.41,436
2026-05-20 10:03:42,32,32,61,7.34,402
2026-05-20 10:03:47,30,40,60,7.43,709
2026-05-20 10:03:52,38,39,42,6.03,381
2026-05-20 10:03:57,60,21,74,5.57,270
2026-05-20 10:04:02,76,37,77,5.83,908
2026-05-20 10:04:07,70,32,86,6.87,366
2026-05-20 10:04:12,80,31,56,6.68,603
2026-05-20 10:04:17,78,21,60,6.39,722
2026-05-20 10:04:22,28,35,89,6.75,384
2026-05-20 10:04:27,32,31,48,5.68,954
2026-05-20 10:04:32,43,26,56,5.8,548
2026-05-20 10:04:37,71,36,60,5.63,472
2026-05-20 10:04:42,24,30,42,5.94,582
2026-05-20 10:04:47,21,22,50,6.83,399
2026-05-20 10:04:52,51,33,48,7.17,356
2026-05-20 10:04:57,24,23,58,7.24,726
2026-05-20 10:05:02,55,25,72,6.0,316
2026-05-20 10:05:08,54,20,48,6.01,693
2026-05-20 10:05:13,57,38,45,5.83,638
2026-05-20 10:05:18,72,22,62,6.32,392
2026-05-20 10:05:23,47,35,43,6.91,844
2026-05-20 10:05:28,26,35,77,5.68,801
2026-05-20 10:05:33,71,28,81,6.67,676
2026-05-20 10:05:38,39,24,77,7.03,518
2026-05-20 10:05:43,38,38,61,6.5,947
2026-05-20 10:05:48,45,39,67,7.45,813
2026-05-20 10:05:53,60,27,88,6.63,630
2026-05-20 10:05:58,43,26,74,7.02,439
2026-05-20 10:06:03,70,28,44,5.66,776
2026-05-20 10:06:08,64,31,60,6.43,421
2026-05-20 10:06:13,63,20,79,6.21,557
2026-05-20 10:06:18,75,21,67,6.07,791
2026-05-20 10:06:23,70,30,60,7.47,797
2026-05-20 10:06:28,36,30,61,6.94,471
2026-05-20 10:06:33,55,34,87,6.3,454
2026-05-20 10:06:38,28,28,50,5.97,921
2026-05-20 10:06:43,70,20,62,5.57,389
2026-05-20 10:06:48,69,29,59,5.54,202
2026-05-20 10:06:53,70,34,84,6.35,822
2026-05-20 10:06:58,67,33,46,6.85,229
2026-05-20 10:07:03,67,28,61,7.33,804
2026-05-20 10:07:08,20,37,60,6.92,471
2026-05-20 10:07:13,63,35,60,7.03,711
2026-05-20 10:07:18,29,30,54,5.87,885
2026-05-20 10:07:23,55,28,69,5.62,973
2026-05-20 10:07:28,80,20,82,5.72,322
2026-05-20 10:07:33,78,35,87,7.28,210
2026-05-20 10:07:38,72,30,86,5.91,680
2026-05-20 10:07:43,55,20,41,6.45,394
2026-05-20 10:07:48,58,37,46,6.02,267
2026-05-20 10:07:53,71,39,83,6.97,992
2026-05-20 10:07:58,51,36,78,5.74,481
2026-05-20 10:08:03,25,39,66,6.73,273
2026-05-20 10:08:08,78,26,69,5.89,415
2026-05-20 10:08:13,28,26,47,7.02,208
2026-05-20 10:08:18,65,37,79,6.35,890
2026-05-20 10:08:23,25,25,86,6.42,477
2026-05-20 10:08:28,63,30,47,7.06,244
2026-05-20 10:08:33,36,24,57,5.92,374
2026-05-20 10:08:38,22,35,41,6.65,554
2026-05-20 10:08:43,70,35,70,7.36,510
2026-05-20 10:08:48,45,23,68,6.88,690
2026-05-20 10:08:53,37,38,55,5.81,249
2026-05-20 10:08:58,31,37,86,5.88,902
2026-05-20 10:09:03,28,25,61,7.01,858
2026-05-20 10:09:08,25,31,66,7.31,635
2026-05-20 10:09:13,35,21,66,6.22,284
2026-05-20 10:09:18,36,34,63,6.78,480
2026-05-20 10:09:23,38,28,88,7.42,785
2026-05-20 10:09:28,28,33,73,5.78,801
2026-05-20 10:09:33,79,32,73,6.07,861
2026-05-20 10:09:38,48,22,75,6.05,578
2026-05-20 10:09:43,68,34,59,6.16,220
2026-05-20 10:09:48,67,25,46,7.02,961
2026-05-20 10:09:53,77,22,84,7.14,644
2026-05-20 10:09:58,22,37,79,6.5,661
2026-05-20 10:10:03,32,23,86,6.91,869
2026-05-20 10:10:08,25,21,60,7.19,904
2026-05-20 10:10:13,23,28,87,7.45,881
2026-05-20 10:10:18,25,38,89,7.4,933
2026-05-20 10:10:23,20,35,77,7.27,334
2026-05-20 10:10:28,72,37,77,6.38,898
2026-05-20 10:10:33,30,38,68,5.67,739
2026-05-20 10:10:38,75,39,59,6.59,245
2026-05-20 10:10:43,61,24,81,6.84,275
2026-05-20 10:10:48,29,23,78,7.02,845
2026-05-20 10:10:53,37,24,55,6.88,453
2026-05-20 10:10:58,64,29,40,6.56,553
2026-05-20 10:11:03,28,36,62,5.97,223
2026-05-20 10:11:08,71,28,40,6.76,587
2026-05-20 10:11:13,43,28,56,5.86,856
2026-05-20 10:11:18,57,40,48,7.09,771
2026-05-20 10:11:23,58,33,61,5.79,489
2026-05-20 10:11:28,29,40,40,6.2,308
2026-05-20 10:11:33,21,34,60,5.8,723
2026-05-20 10:11:38,79,35,54,6.33,247
2026-05-20 10:11:43,36,25,56,5.56,322
2026-05-20 10:11:48,40,38,87,7.37,774
2026-05-20 10:11:53,69,40,78,6.86,696
2026-05-20 10:11:58,26,26,80,7.33,501
2026-05-20 10:12:03,71,38,57,7.14,479
2026-05-20 10:12:08,70,33,43,5.58,517
2026-05-20 10:12:13,29,29,85,7.49,504
2026-05-20 10:12:18,21,40,48,6.98,622
2026-05-20 10:12:23,67,38,84,6.76,835
2026-05-20 10:12:28,51,40,85,6.5,261
2026-05-20 10:12:33,67,24,86,7.4,932
2026-05-20 10:12:38,21,31,72,7.48,400
2026-05-20 10:12:43,29,25,70,5.52,927
2026-05-20 10:12:48,32,26,41,5.8,780
2026-05-20 10:12:53,26,23,73,6.74,661
2026-05-20 10:12:58,32,33,78,5.59,371
2026-05-20 10:13:04,78,24,63,6.51,781
2026-05-20 10:13:09,23,23,71,6.85,384
2026-05-20 10:13:14,25,40,83,7.4,424
2026-05-20 10:13:19,51,23,62,5.96,535
2026-05-20 10:13:24,65,24,83,5.77,597
2026-05-20 10:13:29,24,38,40,6.94,361
2026-05-20 10:13:34,20,21,90,6.3,540
2026-05-20 10:13:39,35,25,53,7.38,293
2026-05-20 10:13:44,29,28,57,7.26,577
2026-05-20 10:13:49,59,33,56,7.06,903
2026-05-20 10:13:54,26,35,58,7.37,731
2026-05-20 10:13:59,22,32,82,5.57,511
2026-05-20 10:14:04,20,34,90,6.75,819
2026-05-20 10:14:09,32,29,64,7.32,747
2026-05-20 10:14:14,74,23,75,7.4,401
2026-05-20 10:14:19,23,40,67,5.67,819
2026-05-20 10:14:24,36,39,57,7.26,279
2026-05-20 10:14:29,22,36,78,6.37,926
2026-05-20 10:14:34,57,31,49,6.93,576
2026-05-20 10:14:39,22,35,90,5.81,635
2026-05-20 10:14:44,20,26,42,6.33,858
2026-05-20 10:14:49,46,37,54,6.02,224
2026-05-20 10:14:54,23,29,45,6.01,566
2026-05-20 10:14:59,22,28,65,5.82,304
2026-05-20 10:15:04,74,32,67,7.21,545
2026-05-20 10:15:09,62,27,63,5.65,715
2026-05-20 10:15:14,64,33,68,6.82,885
2026-05-20 10:15:19,80,26,40,7.29,536
2026-05-20 10:15:24,46,32,61,5.7,594
2026-05-20 10:15:29,47,24,63,7.46,262
2026-05-20 10:15:34,20,28,78,5.95,370
2026-05-20 10:15:39,28,34,90,5.92,255
2026-05-20 10:15:44,30,22,65,5.6,597
2026-05-20 10:15:49,28,23,43,6.69,914
2026-05-20 10:15:54,29,37,68,6.61,950
2026-05-20 10:15:59,74,35,87,6.01,949
2026-05-20 10:16:04,38,29,79,6.09,661
2026-05-20 10:16:09,44,26,90,6.43,612
2026-05-20 10:16:14,41,29,84,6.52,402
2026-05-20 10:16:19,80,33,58,6.51,388
2026-05-20 10:16:24,34,36,90,7.43,865
2026-05-20 10:16:29,25,27,84,6.23,914
2026-05-20 10:16:34,30,29,65,6.43,257
2026-05-20 10:16:39,61,25,50,6.07,474
2026-05-20 10:16:44,41,20,86,6.57,234
2026-05-20 10:16:49,31,27,53,7.35,925
2026-05-20 10:16:54,71,22,42,5.97,270
2026-05-20 10:16:59,22,24,48,5.54,671
2026-05-20 10:17:04,55,35,40,6.38,704
2026-05-20 10:17:09,80,21,44,5.51,943
2026-05-20 10:17:14,61,37,82,6.47,405
2026-05-20 10:17:19,69,39,67,6.27,241
2026-05-20 10:17:24,52,39,42,6.09,949
2026-05-20 10:17:29,51,36,89,6.07,504
2026-05-20 10:17:34,25,20,65,7.18,538
2026-05-20 10:17:39,27,36,51,5.57,284
2026-05-20 10:17:44,26,27,57,6.35,497
2026-05-20 10:17:49,59,21,65,7.05,737
2026-05-20 10:17:54,28,33,47,6.81,362
2026-05-20 10:17:59,57,31,56,7.09,266
2026-05-20 10:18:04,70,31,79,6.15,870
2026-05-20 10:18:09,37,34,45,6.3,971
2026-05-20 10:18:14,26,36,76,6.92,502
2026-05-20 10:18:19,59,30,72,7.09,508
2026-05-20 10:18:24,53,28,52,5.88,398
2026-05-20 10:18:29,50,21,47,5.7,540
2026-05-20 10:18:34,53,31,51,6.5,769
2026-05-20 10:18:39,27,24,67,5.71,958
2026-05-20 10:18:44,80,25,54,6.97,654
2026-05-20 10:18:49,72,34,53,6.7,334
2026-05-20 10:18:54,39,40,54,5.92,386
2026-05-20 10:18:59,29,20,73,6.11,536
2026-05-20 10:19:04,35,35,88,6.62,437
2026-05-20 10:19:09,38,22,45,5.91,739
2026-05-20 10:19:14,25,26,70,6.74,621
2026-05-20 10:19:19,73,36,42,6.9,312
2026-05-20 10:19:24,26,22,62,6.9,215
2026-05-20 10:19:29,45,35,51,7.33,608
2026-05-20 10:19:34,74,38,68,6.22,328
2026-05-20 10:19:39,77,21,52,6.31,341
2026-05-20 10:19:44,67,26,59,5.8,354
2026-05-20 10:19:49,21,31,45,6.16,636
2026-05-20 10:19:54,59,21,81,6.76,537
2026-05-20 10:19:59,22,37,55,6.58,632
2026-05-20 10:20:04,42,25,46,6.28,891
2026-05-20 10:20:09,37,30,69,7.48,639
2026-05-20 10:20:14,73,30,50,6.97,460
2026-05-20 10:20:19,24,34,90,5.96,395
2026-05-20 10:20:24,61,24,79,6.26,260
2026-05-20 10:20:29,28,33,74,6.24,381
2026-05-20 10:20:34,20,30,47,7.19,471
2026-05-20 10:20:39,72,20,80,7.15,830
2026-05-20 10:20:44,79,34,69,6.26,723
2026-05-20 10:20:49,55,30,51,6.82,235
2026-05-20 10:20:54,27,22,69,7.16,694
2026-05-20 10:20:59,74,36,90,5.9,673
2026-05-20 10:21:04,51,35,66,6.07,820
2026-05-20 10:21:10,51,26,81,6.63,611
2026-05-20 10:21:15,69,25,52,6.04,904
2026-05-20 10:21:20,64,39,56,6.08,287
2026-05-20 10:21:25,72,37,76,6.22,755
2026-05-20 10:21:30,63,30,74,6.15,404
2026-05-20 10:21:35,37,35,60,6.62,796
2026-05-20 10:21:40,26,39,83,7.38,368
2026-05-20 10:21:45,42,27,50,6.1,662
2026-05-20 10:21:50,20,34,80,6.82,428
2026-05-20 10:21:55,27,39,47,7.04,844
2026-05-20 10:22:00,53,26,48,7.14,552
2026-05-20 10:22:05,70,23,53,6.0,709
2026-05-20 10:22:10,73,22,40,6.29,512
2026-05-20 10:22:15,21,24,82,6.89,863
2026-05-20 10:22:20,68,24,55,6.38,489
2026-05-20 10:22:25,48,25,51,5.98,768
2026-05-20 10:22:30,20,39,55,6.83,340
2026-05-20 10:22:35,53,20,56,5.91,816
2026-05-20 10:22:40,22,31,64,5.62,616
2026-05-20 10:22:45,75,26,66,7.44,711
2026-05-20 10:22:50,49,24,75,6.97,650
2026-05-20 10:22:55,43,30,80,5.7,439
2026-05-20 10:23:00,67,25,60,6.49,609
2026-05-20 10:23:05,50,30,81,5.79,941
2026-05-20 10:23:10,53,35,66,7.48,282
2026-05-20 10:23:15,67,24,59,7.15,573
2026-05-20 10:23:20,51,27,63,6.13,827
2026-05-20 10:23:25,72,29,76,7.48,796
2026-05-20 10:23:30,28,32,83,7.45,229
2026-05-20 10:23:35,78,37,68,7.3,845
2026-05-20 10:23:40,37,40,90,6.24,991
2026-05-20 10:23:45,46,32,54,5.56,222
2026-05-20 10:23:50,58,40,49,7.1,725
2026-05-20 10:23:55,29,36,65,7.4,455
2026-05-20 10:24:00,42,24,71,7.14,597
2026-05-20 10:24:05,30,34,64,5.83,576
2026-05-20 10:24:10,66,40,57,5.67,279
2026-05-20 10:24:15,64,20,46,6.06,595
2026-05-20 10:24:20,55,38,78,6.71,929
2026-05-20 10:24:25,76,26,64,6.68,255
2026-05-20 10:24:30,21,22,78,5.66,804
2026-05-20 10:24:35,77,34,71,7.46,466
2026-05-20 10:24:40,64,20,46,6.15,717
2026-05-20 10:24:45,54,20,61,7.26,501
2026-05-20 10:24:50,25,29,90,6.61,249
2026-05-20 10:24:55,78,32,74,5.6,295
2026-05-20 10:25:00,26,24,73,6.35,495
2026-05-20 10:25:05,77,21,46,7.0,845
2026-05-20 10:25:10,42,30,90,7.39,276
2026-05-20 10:25:15,50,22,56,6.04,591
2026-05-20 10:25:20,50,23,90,7.08,639
2026-05-20 10:25:25,62,20,61,6.38,697
2026-05-20 10:25:30,45,39,76,5.87,441
2026-05-20 10:25:35,78,27,90,5.86,991
2026-05-20 10:25:40,41,36,44,6.2,446
2026-05-20 10:25:45,29,37,71,6.06,626
2026-05-20 10:25:50,27,34,54,6.91,963
2026-05-20 10:25:55,37,22,71,5.76,708
2026-05-20 10:26:00,63,29,54,6.91,523
2026-05-20 10:26:05,24,37,50,6.42,542
2026-05-20 10:26:10,49,26,48,5.91,363
2026-05-20 10:26:15,71,27,41,6.05,733
2026-05-20 10:26:20,75,37,51,6.97,932
2026-05-20 10:26:25,31,32,58,5.83,886
2026-05-20 10:26:30,25,23,43,6.0,487
2026-05-20 10:26:35,26,31,51,6.11,894
2026-05-20 10:26:40,27,26,89,6.73,709
2026-05-20 10:26:45,29,24,52,6.51,928
2026-05-20 10:26:50,48,24,40,7.04,681
2026-05-20 10:26:55,29,24,62,5.64,663
2026-05-20 10:27:00,26,40,86,6.28,930
2026-05-20 10:27:05,34,24,89,6.17,688
2026-05-20 10:27:10,29,26,53,6.65,809
2026-05-20 10:27:15,23,33,65,6.74,290
2026-05-20 10:27:20,74,27,89,6.76,938
2026-05-20 10:27:25,25,36,67,6.84,519
2026-05-20 10:27:30,39,22,57,5.89,955
2026-05-20 10:27:35,29,24,66,7.33,295
2026-05-20 10:27:40,24,20,54,6.9,372
2026-05-20 10:27:45,78,34,44,6.17,931
2026-05-20 10:27:50,27,39,73,6.05,675
2026-05-20 10:27:55,20,20,56,7.22,804
2026-05-20 10:28:00,70,21,70,5.69,270
2026-05-20 10:28:05,21,32,60,5.89,391
2026-05-20 10:28:10,22,32,82,7.46,247
2026-05-20 10:28:15,79,23,49,6.04,272
2026-05-20 10:28:20,21,26,49,6.49,328
2026-05-20 10:28:25,26,27,73,6.91,927
2026-05-20 10:28:30,21,20,68,5.96,706
2026-05-20 10:28:35,69,28,56,7.23,513
2026-05-20 10:28:40,75,35,70,7.33,978
2026-05-20 10:28:45,39,26,71,5.84,477
2026-05-20 10:28:50,38,28,44,7.16,778
2026-05-20 10:28:55,73,36,56,5.62,687
2026-05-20 10:29:00,26,22,86,6.57,985
2026-05-20 10:29:05,22,37,65,6.21,384
2026-05-20 10:29:10,23,24,59,6.62,829
2026-05-20 10:29:15,29,31,58,6.62,312
2026-05-20 10:29:20,22,28,49,7.29,214
2026-05-20 10:29:25,24,21,75,7.32,490
2026-05-20 10:29:30,33,29,77,5.53,342
2026-05-20 10:29:35,62,39,52,6.89,311
2026-05-20 10:29:40,55,36,67,7.44,370
2026-05-20 10:29:45,27,27,76,5.53,287
2026-05-20 10:29:51,29,27,81,5.66,719
2026-05-20 10:29:56,24,22,84,7.07,540
